Course,Topic,Term,Year,Sentence
"Unsupervised Learning
",Dimension Reduction,4,2,"Sub- sequently, MDS is applied to these approximate distances to form the mapping to a lower dimensional space"
"Unsupervised Learning
",Dimension Reduction,4,2,"Local linear embedding (Roweis and Saul, 2000) develops first an approximation of each sample as a linear combination of its neighbouring samples"
"Unsupervised Learning
",Dimension Reduction,4,2,"In other words, this estabishes an approximate linear relationship between the sample and its nearest neighbours"
"Unsupervised Learning
",Dimension Reduction,4,2,Points in a lower dimensional space are then sought so that they preserve these linear relationships as closely as possible
"Unsupervised Learning
",Dimension Reduction,4,2,"Local multidimensional scaling (local MDS) (Chen and Buja, 2009) is an extension of ordinary MDS, which we shall study in a bit more detail here"
"Unsupervised Learning
",Dimension Reduction,4,2,"Local MDS first determines a set N ⊂ {1,"
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,
"Unsupervised Learning
",Dimension Reduction,4,2,",n}2 neighbourhood relations such that (i,j)∈N if sample xi is among the K-nearest neighbours of sample xj or vice versa"
"Unsupervised Learning
",Dimension Reduction,4,2,"The first term encourages mapping that preserves distances between neighbouring samples, while in the second term D is chosen large so that non-neighbouring samples are mapped far apart by default"
"Unsupervised Learning
",Dimension Reduction,4,2,"However, simultaneously w is chosen small so that the second term gets deprioritised"
"Unsupervised Learning
",PDE,4,2,"Denoting by Xi,1,...,Xi,d the components of X i for any i = 1,...,d,"
"Unsupervised Learning
",PDE,4,2,"We assume that X1,...,Xn are d-dimensional random vectors that all follow a probability density function (pdf) gX ."
"Unsupervised Learning
",PDE,4,2,"Given a data set x1,...,xn ∈ Rd, which are seen as realisations of X1,...,Xn, our task is to try to estimate the underlying pdf gX ."
"Unsupervised Learning
",PDE,4,2,"In parametric density estimation, we postulate that there is a family G of pdfs g(·;θ) parameterised by θ ∈ Θ, where Θ is a subset of Rp for some p ∈ N, such that the true pdf gX is a member of this family, namely, for some (unique) θ0 ∈ Θ"
"Unsupervised Learning
",PDE,4,2,"Then our task is to estimate θ0, the difficulty of which
depends on the breadth and characteristics of the family G ."
"Unsupervised Learning
",PDE,4,2,"The family G could, for example, consist of all d -dimensional multivariate normal distributions, which can be parameterised by their mean μ ∈ Rd and covariance matrix Σ ∈ Rd ×d , i.e., θ = (μ, Σ)."
"Unsupervised Learning
",PDE,4,2,"Recalling that a covariance matrix is always positive semi-definite, where Sd≥0 is the space of symmetric positive semi-definite d × d matrices"
"Unsupervised Learning
",PDE,4,2,"Since
the covariance matrix Σ as a symmetric matrix has at most d (d −1) free parameters, 2
22 we can embed Θin the space"
"Unsupervised Learning
",PDE,4,2,"In non-parametric density estimation, we do not postulate a parametric family of pdfs, but in principle instead seek a pdf from the universe of all pdfs on Rd ."
"Unsupervised Learning
",PDE,4,2,"However, the non-parametric density estimators we use in practice, histograms and kernel density estimators, do not cover entire universe of all pdfs, but are instead able to approximate almost any pdf in the asymptotic limit where the number of samples n tends to infinity."
"Unsupervised Learning
",PDE,4,2,We will return to non-parametric density estimation shortly.
"Unsupervised Learning
",PDE,4,2,The strength of parametric density estimation vis-à-vis its non-parametric counterpart is (typically) better efficiency (in terms of lower error variance).
"Unsupervised Learning
",PDE,4,2,"But this holds provided G is correctly specified (the true pdf belongs to G ), which can be difficult to ensure in practice."
"Unsupervised Learning
",PDE,4,2,"As a rule, parametric estimation is better suited to situations where the number of samples is small, and efficiency is important, while non-parametric methods become more competitive as the number of samples increases."
"Unsupervised Learning
",PDE,4,2,"Maximum likelihood is the standard method for parametric density estimation. Returning to the setting of Section 8.1 and assuming that the random vectors X1,...,Xn are mutually independent, their joint pdf can be written as"
"Unsupervised Learning
",PDE,4,2,"Fixing the observed values x1,...,xn∈Rd and releasing the parameter value θ0∈
Θ, we obtain the likelihood function"
"Unsupervised Learning
",PDE,4,2,"The maximum likelihood estimate of θ, denoted by θ􏰅 is then defined as the maximiser of the likelihood function,"
"Unsupervised Learning
",PDE,4,2,"The likelihood function is defined as a product (8.4), which is often computationally cumbersome to deal with. Hence, it is convenient to take a logarithmic transform of it, giving rise to the log-likelihood function which is additive."
"Unsupervised Learning
",PDE,4,2,"Since x 􏰀→ log x is strictly increasing, L(θ) and l(θ) are equiva-
lent as far as maximisation is concerned."
"Unsupervised Learning
",PDE,4,2,"Thereby, the maximum likelihood estimate can equivalently be obtained by maximising the log-likelihood,"
"Unsupervised Learning
",PDE,4,2,"The maximum likelihood estimate θ􏰅=θ􏰅(x1,...,xn) is a non-random quantity that depends on the observations x1,...,xn."
"Unsupervised Learning
",PDE,4,2,"In some theoretical developments, it is useful to distinguish it from the corresponding estimator where x1,...,xn have been replaced by the underlying random vectors X1,...,Xn,i.e., which is a random variable."
"Unsupervised Learning
",PDE,4,2,"The log-likelihood function can be always adjusted by adding (or subtracting) a term that depends on the data x1,...,xn but not on the parameter vector θ, without changing the maximiser."
"Unsupervised Learning
",PDE,4,2,"In general, the maximum likelihood estimate need not be unique (there may be multiple maximisers) but in most practically relevant cases it is."
"Unsupervised Learning
",PDE,4,2,"For some distributions, the maximum likelihood estimate can be solved an- alytically, like in the following example. But more often than not, one needs to resort to numerical optimisation."
"Unsupervised Learning
",PDE,4,2,"The edge case where Σ is not invertible is troublesome and must be ruled out since the above pdf is then ill-defined. Hence, we assume that Σ is positive definite (not merely positive semi-definite)."
"Unsupervised Learning
",PDE,4,2,"Asymptotic theory has been derived to validate maximum likelihood estimation; see, e.g., van der Vaart (1998, Chapter 5)."
"Unsupervised Learning
",PDE,4,2,"Under rather general conditions, maximum likelihood estimators are consistent in the sense that the maximum likelihood estimator θ􏰅 converges to the true parameter value θ0 as the number of samples n tends to infinity."
"Unsupervised Learning
",PDE,4,2,"Similarly, the estimator can rather generally be shown to be asymptotically normal, which means that the rescaled estimation error converges towards a multivariate normal distribution as n → ∞."
"Unsupervised Learning
",PDE,4,2,Asymptotic normality is useful in inference (construction of confidence intervals and hypothesis tests).
"Unsupervised Learning
",PDE,4,2,"Remark8.13. We assumed at the outset that the random vectors X1,...,Xn generating the data x1,...,xn are mutually independent."
"Unsupervised Learning
",PDE,4,2,"Independence is crucial for the joint pdf (8.3) to hold, but it is not essential for the validity of the maximum likelihood estimator in general."
"Unsupervised Learning
",PDE,4,2,"It is possible to show that the maximum likelihood estimator remains consistent and asymptotically normal under quite general forms of dependent observations, even when the depen- dence is neglected in the derivation of the estimator."
"Unsupervised Learning
",PDE,4,2,"For example, in the case of the multivariate distribution the sample mean and covariance matrix are consistent estimators of the population mean and covariance matrix, respectively, under dependent observations satisfying a weak property known as ergodicity."
"Unsupervised Learning
",Estimation of Mixtures,4,2,A common difficulty with applying parametric density estimation to large data sets is that standard parametric families of pdfs struggle with accommodating the complexities of the data.
"Unsupervised Learning
",Estimation of Mixtures,4,2,Data sets where samples appear in multiple clusters pose a particular problem as they would necessitate a multimodal distribution — a density with multiple peaks.
"Unsupervised Learning
",Estimation of Mixtures,4,2,"Fortunately, multimodal distributions are easy to build from standard families of distributions using mixtures."
"Unsupervised Learning
",Estimation of Mixtures,4,2,"Let q ≥ 2 and let g1( · ;θ1),...,gq( · ;θq) be pdfs on Rd parameterised by θ1,...,θq, respectively."
"Unsupervised Learning
",Estimation of Mixtures,4,2,"As a rule, the mixture model is more convenient to analyse using a generative
representation with a latent variable."
"Unsupervised Learning
",Estimation of Mixtures,4,2,"To this end, we introduce a d-dimensional random vector X and a categorical random variable Z with values in {1,...,q} such that"
"Unsupervised Learning
",Estimation of Mixtures,4,2,"Then X follows the pdf h(·), given by (9.1), and Z serves as an indicator of which component of the mixture the observed value stems from."
"Unsupervised Learning
",Estimation of Mixtures,4,2,"Observing X only, Z remains latent, however."
"Unsupervised Learning
",Estimation of Mixtures,4,2,This is called the Gaussian mixture model.
"Unsupervised Learning
",Estimation of Mixtures,4,2,"To estimate the mixture model, we could in principle proceed with maximum likelihood using the pdf (9.1)."
"Unsupervised Learning
",Estimation of Mixtures,4,2,"Unfortunately, the pdf as a sum does not play nicely with multiplication and logarithms."
"Unsupervised Learning
",Estimation of Mixtures,4,2,"Hence, this approach is in most cases a non- starter."
"Unsupervised Learning
",Estimation of Mixtures,4,2,"Fortunately, mixture models can be estimated more efficiently using the expectation–maximisation (EM) algorithm, popularised by Dempster et al. (1977)."
"Unsupervised Learning
",Estimation of Mixtures,4,2,"The EM algorithm is based on the representation using the latent variable Z ; equations (9.2) and (9.3). For conve- nience, we collect all the parameters θ1,...,θq and π1,...,πq into a single vector θ."
"Unsupervised Learning
",Estimation of Mixtures,4,2,"Suppose that the data x1,...,xn are generated by mutually independent randomvariablesX1,...,Xn ∼h(·)andthatZ1,...,Zn arethecorrespondingcat- egorical latent variables with realised values z1,...,zn."
"Unsupervised Learning
",Estimation of Mixtures,4,2,The EM algorithm proceeds now iteratively.
"Unsupervised Learning
",Estimation of Mixtures,4,2,"At each iteration, we keep the current parameter values stored in θ(t)."
"Unsupervised Learning
",Estimation of Mixtures,4,2,"The EM algorithm is not guaranteed to converge to a global maximum, but merely to a local one."
"Unsupervised Learning
",Estimation of Mixtures,4,2,"Hence, if there are doubts about the optimality of the end result, experimentation with different initial values is warranted."
"Unsupervised Learning
",Estimation of Mixtures,4,2,This is analogous to maximum likelihood estimation of the multinomial distribution and the solution (which can be obtained using the Lagrange multiplier method) is
"Unsupervised Learning
",Estimation of Mixtures,4,2,"The solution can be obtained by modifying the derivation of the maximum likelihood estimate in the (standard) multivariate normal setting (Example 8.8 in Lecture Note 8), yielding"
"Unsupervised Learning
",Histograms,4,2,Histograms are used ubiquitously to visualise distributions of samples. But they are also the simplest form of a non-parametric density estimator.
"Unsupervised Learning
",Histograms,4,2,"While histograms could in principle be constructed for any dimensionality of data, their visualisation becomes difficult in higher dimensions, save for two."
